file_name,labels
r02/r02-078/r02-078-02-04.png,shame
l01/l01-119/l01-119-04-00.png,again
r06/r06-121/r06-121-07-03.png,Babel
h07/h07-054a/h07-054a-01-05.png,shown
k07/k07-059a/k07-059a-03-04.png,adore
j04/j04-065/j04-065-01-03.png,batch
d06/d06-011/d06-011-05-03.png,nasty
f04/f04-079/f04-079-01-03.png,other
e01/e01-092/e01-092-01-00.png,Coats
c03/c03-000f/c03-000f-01-04.png,Honey
a04/a04-006/a04-006-03-00.png,There
g06/g06-042c/g06-042c-04-00.png,death
g06/g06-047f/g06-047f-01-14.png,earth
a03/a03-089/a03-089-03-00.png,Force
c03/c03-094f/c03-094f-06-03.png,asked
a01/a01-043u/a01-043u-07-03.png,there
a01/a01-007/a01-007-02-03.png,still
g04/g04-011/g04-011-06-02.png,where
l04/l04-012/l04-012-02-03.png,telly
n02/n02-157/n02-157-01-08.png,Uncle
a02/a02-078/a02-078-05-03.png,which
a04/a04-069/a04-069-04-05.png,press
g06/g06-047n/g06-047n-03-01.png,earth
n04/n04-015/n04-015-02-04.png,their
c03/c03-003e/c03-003e-01-03.png,terms
d01/d01-123/d01-123-06-01.png,glued
r06/r06-126/r06-126-03-00.png,about
g01/g01-027/g01-027-02-06.png,needs
r06/r06-111/r06-111-04-03.png,flats
l07/l07-176/l07-176-01-09.png,these
g04/g04-026/g04-026-05-08.png,choir
g06/g06-047p/g06-047p-02-06.png,being
f07/f07-092b/f07-092b-04-02.png,table
a02/a02-093/a02-093-07-05.png,order
a06/a06-070/a06-070-03-02.png,prior
g06/g06-047l/g06-047l-02-10.png,being
b01/b01-057/b01-057-02-04.png,names
d06/d06-037/d06-037-00-09.png,bring
l04/l04-087/l04-087-00-07.png,panel
b06/b06-053/b06-053-10-03.png,years
a02/a02-082/a02-082-00-02.png,cases
e04/e04-030/e04-030-01-03.png,chair
k01/k01-051/k01-051-06-04.png,their
d06/d06-086/d06-086-00-02.png,would
e02/e02-074/e02-074-04-05.png,items
f07/f07-039b/f07-039b-01-00.png,herbs
n02/n02-016/n02-016-02-00.png,going
n02/n02-082a/n02-082a-04-04.png,voice
n02/n02-151/n02-151-02-03.png,their
g06/g06-011o/g06-011o-03-08.png,wrote
j07/j07-000/j07-000-05-06.png,using
g06/g06-031n/g06-031n-00-08.png,wrote
c03/c03-003f/c03-003f-05-01.png,bring
c04/c04-056/c04-056-01-08.png,often
n06/n06-123/n06-123-05-01.png,draws
a04/a04-092/a04-092-01-05.png,carry
g06/g06-011c/g06-011c-02-07.png,enjoy
b01/b01-033/b01-033-00-02.png,Queen
g06/g06-026k/g06-026k-04-06.png,Whigs
k02/k02-102/k02-102-06-03.png,bathe
g06/g06-042j/g06-042j-05-01.png,known
g07/g07-007a/g07-007a-01-02.png,BYRON
e06/e06-037/e06-037-08-06.png,seems
a03/a03-017/a03-017-02-01.png,Phnom
a05/a05-004/a05-004-02-02.png,would
a05/a05-116/a05-116-07-02.png,heavy
r03/r03-110/r03-110-01-09.png,three
j04/j04-080/j04-080-02-04.png,These
e07/e07-079/e07-079-09-05.png,sight
c02/c02-078/c02-078-00-03.png,great
c02/c02-056/c02-056-00-05.png,being
g06/g06-026p/g06-026p-03-00.png,While
h05/h05-012/h05-012-00-03.png,forms
r06/r06-041/r06-041-06-05.png,being
a03/a03-071/a03-071-00-07.png,there
c03/c03-081b/c03-081b-04-06.png,heard
m03/m03-062/m03-062-03-00.png,gazed
p06/p06-030/p06-030-04-08.png,truth
f04/f04-028/f04-028-01-03.png,check
g06/g06-037f/g06-037f-06-06.png,since
h07/h07-040/h07-040-08-04.png,sites
g06/g06-031b/g06-031b-07-01.png,House
g06/g06-011k/g06-011k-03-14.png,which
g06/g06-045g/g06-045g-03-06.png,Italy
h04/h04-057/h04-057-09-03.png,flour
k04/k04-064/k04-064-03-00.png,every
h07/h07-080/h07-080-00-04.png,about
g06/g06-037p/g06-037p-00-10.png,false
n06/n06-100/n06-100-06-00.png,tried
p02/p02-121/p02-121-01-05.png,sight
g06/g06-026h/g06-026h-00-03.png,truly
g06/g06-026l/g06-026l-04-00.png,Whigs
a02/a02-098/a02-098-00-01.png,terms
l07/l07-080/l07-080-09-01.png,truth
b05/b05-038/b05-038-07-03.png,their
f01/f01-147/f01-147-02-08.png,about
r06/r06-121/r06-121-00-04.png,which
r06/r06-003/r06-003-07-07.png,noses
j01/j01-063/j01-063-04-03.png,probe
r03/r03-065/r03-065-00-04.png,point
d04/d04-101/d04-101-03-12.png,shall
a06/a06-039/a06-039-01-07.png,truly
c03/c03-094c/c03-094c-01-04.png,Allen
g07/g07-026a/g07-026a-06-05.png,would
f07/f07-016/f07-016-00-00.png,There
r02/r02-003/r02-003-04-01.png,ended
m03/m03-062/m03-062-02-04.png,heads
a04/a04-019/a04-019-03-08.png,given
e04/e04-038/e04-038-00-01.png,using
e04/e04-058/e04-058-04-04.png,craft
g07/g07-000a/g07-000a-04-02.png,BYRON
g04/g04-055/g04-055-05-04.png,there
n02/n02-033/n02-033-09-01.png,child
e07/e07-076/e07-076-09-02.png,quite
r02/r02-081/r02-081-01-05.png,mouth
d06/d06-041/d06-041-00-02.png,tires
l04/l04-141/l04-141-05-03.png,could
g06/g06-018l/g06-018l-03-06.png,place
f01/f01-147/f01-147-03-05.png,other
h01/h01-027/h01-027-00-02.png,while
b04/b04-154/b04-154-00-07.png,tough
m04/m04-145/m04-145-01-05.png,earth
c06/c06-106/c06-106-01-02.png,Julie
h06/h06-082/h06-082-08-02.png,after
k03/k03-180/k03-180-03-02.png,Julia
m06/m06-019/m06-019-04-03.png,spoke
a04/a04-092/a04-092-01-03.png,these
e04/e04-083/e04-083-05-02.png,which
m01/m01-104/m01-104-03-10.png,carry
e07/e07-083/e07-083-00-00.png,Every
a03/a03-023/a03-023-06-06.png,their
c03/c03-007f/c03-007f-00-04.png,Honey
m02/m02-069/m02-069-04-00.png,solar
p02/p02-076/p02-076-09-06.png,hands
p02/p02-135/p02-135-01-04.png,alone
n04/n04-031/n04-031-00-10.png,wiped
r02/r02-013/r02-013-00-01.png,train
h02/h02-012/h02-012-03-00.png,which
b01/b01-004/b01-004-00-00.png,There
b01/b01-084/b01-084-02-06.png,about
g06/g06-045r/g06-045r-04-08.png,being
g01/g01-043/g01-043-01-00.png,first
g06/g06-050e/g06-050e-03-04.png,found
g06/g06-050i/g06-050i-01-11.png,doing
m01/m01-131/m01-131-05-01.png,heads
a03/a03-030/a03-030-05-02.png,which
m01/m01-084/m01-084-04-01.png,sound
e01/e01-086/e01-086-00-11.png,linen
a04/a04-092/a04-092-00-00.png,There
d04/d04-012/d04-012-07-03.png,loves
k04/k04-115/k04-115-02-02.png,Lucia
a04/a04-066/a04-066-02-03.png,views
a04/a04-072/a04-072-01-05.png,reach
b04/b04-054/b04-054-00-06.png,trial
g06/g06-042r/g06-042r-00-10.png,today
c03/c03-021b/c03-021b-07-04.png,while
k04/k04-050/k04-050-05-02.png,marry
a03/a03-073/a03-073-06-05.png,outer
g07/g07-047/g07-047-04-03.png,never
h07/h07-023/h07-023-07-04.png,about
b04/b04-054/b04-054-06-04.png,again
f07/f07-084a/f07-084a-05-00.png,waxed
c03/c03-003c/c03-003c-07-01.png,Logan
p03/p03-023/p03-023-00-04.png,Nigel
h07/h07-063a/h07-063a-01-09.png,small
m04/m04-100/m04-100-00-07.png,about
m06/m06-106/m06-106-05-02.png,wings
e07/e07-086/e07-086-08-00.png,their
e07/e07-090/e07-090-03-00.png,safer
a04/a04-023/a04-023-03-00.png,times
g06/g06-042g/g06-042g-00-10.png,today
r02/r02-117/r02-117-06-04.png,hands
a01/a01-096u/a01-096u-08-04.png,State
g06/g06-045o/g06-045o-00-01.png,April
a01/a01-030/a01-030-06-07.png,delay
k04/k04-126/k04-126-01-08.png,worth
e02/e02-094/e02-094-07-05.png,tools
r06/r06-111/r06-111-04-02.png,small
m04/m04-152/m04-152-04-03.png,teach
g06/g06-050g/g06-050g-06-05.png,being
a05/a05-053/a05-053-00-07.png,great
g07/g07-022b/g07-022b-06-04.png,worst
k02/k02-067/k02-067-07-00.png,names
g06/g06-011h/g06-011h-02-05.png,enjoy
f01/f01-066/f01-066-08-08.png,which
f07/f07-092b/f07-092b-05-01.png,going
b06/b06-045/b06-045-00-04.png,union
a01/a01-043/a01-043-07-07.png,there
r06/r06-027/r06-027-00-00.png,There
h07/h07-051b/h07-051b-00-04.png,their
n04/n04-015/n04-015-06-02.png,house
f07/f07-069/f07-069-09-06.png,vivid
p02/p02-022/p02-022-03-06.png,rocks
c02/c02-017/c02-017-01-05.png,tells
g07/g07-022a/g07-022a-06-00.png,spoke
h07/h07-013/h07-013-00-00.png,These
a03/a03-034/a03-034-02-00.png,which
g06/g06-031b/g06-031b-09-06.png,knows
r06/r06-111/r06-111-02-02.png,river
g06/g06-011g/g06-011g-03-09.png,seems
j04/j04-019/j04-019-03-03.png,below
f07/f07-088a/f07-088a-08-03.png,bread
h07/h07-040/h07-040-01-02.png,large
b04/b04-202/b04-202-06-00.png,these
g06/g06-045k/g06-045k-05-07.png,under
n02/n02-062/n02-062-05-02.png,thing
d04/d04-047/d04-047-03-02.png,Hence
c06/c06-106/c06-106-06-05.png,wants
c03/c03-084d/c03-084d-00-01.png,Bryan
f04/f04-074/f04-074-10-01.png,tight
g06/g06-011r/g06-011r-05-12.png,every
a04/a04-069/a04-069-06-04.png,Union
e01/e01-025/e01-025-05-00.png,lapse
g07/g07-003b/g07-003b-01-05.png,about
e06/e06-041/e06-041-09-05.png,ropes
a06/a06-036/a06-036-03-06.png,banks
f07/f07-084b/f07-084b-07-04.png,Green
e07/e07-007/e07-007-02-06.png,their
m01/m01-136/m01-136-00-01.png,whole
n01/n01-000/n01-000-01-04.png,women
c04/c04-017/c04-017-05-08.png,taste
m03/m03-006/m03-006-09-05.png,smell
d06/d06-072/d06-072-04-00.png,homes
k04/k04-064/k04-064-03-01.png,human
g07/g07-000a/g07-000a-09-02.png,WHILE
j04/j04-094/j04-094-02-04.png,curve
a02/a02-004/a02-004-06-00.png,Privy
a05/a05-058/a05-058-07-05.png,would
a03/a03-027/a03-027-06-00.png,Party
n04/n04-000/n04-000-00-11.png,Snort
n06/n06-182/n06-182-02-07.png,about
c03/c03-000f/c03-000f-01-05.png,opens
a01/a01-096u/a01-096u-00-01.png,Press
b04/b04-187/b04-187-05-02.png,taste
d06/d06-020/d06-020-01-05.png,Jesus
p06/p06-242/p06-242-00-06.png,never
m04/m04-190/m04-190-07-09.png,Megan
j01/j01-059/j01-059-07-04.png,which
g06/g06-045n/g06-045n-06-00.png,Italy
h07/h07-044a/h07-044a-00-01.png,gross
g07/g07-014b/g07-014b-00-02.png,taken
b06/b06-071/b06-071-09-00.png,trade
e06/e06-021/e06-021-08-08.png,value
h07/h07-069a/h07-069a-02-01.png,bulge
b01/b01-004/b01-004-04-08.png,which
c06/c06-087/c06-087-02-04.png,there
a01/a01-072x/a01-072x-02-02.png,offer
r02/r02-010/r02-010-05-05.png,house
p03/p03-029/p03-029-00-03.png,every
h06/h06-082/h06-082-01-05.png,fixed
g04/g04-077/g04-077-02-01.png,those
c03/c03-016d/c03-016d-08-04.png,Fanny
e07/e07-061/e07-061-05-06.png,brown
k07/k07-059a/k07-059a-04-02.png,every
g07/g07-000a/g07-000a-08-05.png,THEIR
c01/c01-066/c01-066-05-01.png,light
b01/b01-014/b01-014-05-00.png,shock
f07/f07-084b/f07-084b-08-02.png,Soles
g06/g06-037h/g06-037h-00-10.png,false
m02/m02-102/m02-102-02-01.png,their
h07/h07-066b/h07-066b-06-08.png,below
k02/k02-062/k02-062-06-04.png,quite
g07/g07-038/g07-038-04-04.png,would
e01/e01-092/e01-092-03-05.png,loses
j04/j04-046/j04-046-00-05.png,algae
e02/e02-025/e02-025-08-03.png,upper
j04/j04-065/j04-065-04-01.png,resin
b06/b06-059/b06-059-04-05.png,doubt
g06/g06-050e/g06-050e-00-01.png,first
g07/g07-007a/g07-007a-06-02.png,FOUND
a04/a04-019/a04-019-05-09.png,there
g06/g06-026j/g06-026j-05-01.png,Whigs
d01/d01-060/d01-060-00-01.png,first
h06/h06-082/h06-082-00-00.png,There
g04/g04-092/g04-092-09-01.png,years
g06/g06-042g/g06-042g-03-02.png,death
e07/e07-105/e07-105-02-00.png,block
h07/h07-051b/h07-051b-01-03.png,local
n03/n03-091/n03-091-01-02.png,drown
p03/p03-185/p03-185-01-00.png,Diana
g04/g04-095/g04-095-04-05.png,first
h04/h04-028/h04-028-03-00.png,foods
f07/f07-046a/f07-046a-00-00.png,Among
h07/h07-028a/h07-028a-06-06.png,areas
c02/c02-078/c02-078-00-06.png,speed
l04/l04-082/l04-082-01-10.png,young
g06/g06-042r/g06-042r-01-07.png,found
c06/c06-047/c06-047-02-03.png,years
n04/n04-171/n04-171-01-03.png,round
a06/a06-141/a06-141-05-01.png,there
k07/k07-166/k07-166-08-04.png,beast
a06/a06-036/a06-036-02-05.png,their
g04/g04-017/g04-017-06-03.png,small
m01/m01-100/m01-100-00-10.png,route
j01/j01-042/j01-042-00-03.png,known
k04/k04-163/k04-163-07-04.png,clear
a01/a01-043u/a01-043u-05-04.png,negro
b06/b06-042/b06-042-07-00.png,which
b06/b06-049/b06-049-07-00.png,lines
e04/e04-119/e04-119-03-00.png,shift
g06/g06-045i/g06-045i-05-04.png,under
p06/p06-248/p06-248-03-02.png,shall
a02/a02-004/a02-004-08-02.png,Prime
e04/e04-091/e04-091-01-04.png,Start
g04/g04-036/g04-036-06-05.png,years
f04/f04-020/f04-020-01-01.png,found
m02/m02-090/m02-090-05-02.png,month
d06/d06-030/d06-030-01-02.png,thing
g07/g07-074a/g07-074a-08-02.png,leave
m02/m02-066/m02-066-01-02.png,visit
a01/a01-038/a01-038-12-00.png,talks
n04/n04-195/n04-195-01-06.png,still
b06/b06-075/b06-075-05-04.png,suits
a01/a01-049x/a01-049x-10-01.png,about
a06/a06-057/a06-057-01-05.png,Prime
g06/g06-050d/g06-050d-00-01.png,first
r06/r06-022/r06-022-04-08.png,trees
j04/j04-053/j04-053-00-09.png,resin
g06/g06-037k/g06-037k-07-04.png,since
a01/a01-020u/a01-020u-04-02.png,These
h04/h04-052/h04-052-04-03.png,beans
g07/g07-022b/g07-022b-02-06.png,Count
f07/f07-028a/f07-028a-05-05.png,table
f07/f07-096/f07-096-02-05.png,would
l04/l04-012/l04-012-04-03.png,right
n06/n06-186/n06-186-04-06.png,knife
j06/j06-051/j06-051-09-06.png,spite
n04/n04-009/n04-009-04-02.png,likes
h07/h07-040/h07-040-03-00.png,sited
f02/f02-000/f02-000-06-03.png,years
g06/g06-037m/g06-037m-08-06.png,since
n02/n02-104/n02-104-01-02.png,think
r02/r02-038/r02-038-05-02.png,lunch
g07/g07-042/g07-042-07-01.png,verge
b06/b06-059/b06-059-06-02.png,hides
d06/d06-030/d06-030-04-09.png,comes
n02/n02-033/n02-033-05-05.png,treat
l01/l01-119/l01-119-03-10.png,never
g04/g04-055/g04-055-02-03.png,Ellen
m02/m02-048/m02-048-00-06.png,Plato
a01/a01-007u/a01-007u-00-00.png,Since
a03/a03-063/a03-063-04-05.png,space
m04/m04-012/m04-012-04-04.png,there
k04/k04-039/k04-039-03-10.png,young
g04/g04-026/g04-026-02-10.png,tenor
g02/g02-059/g02-059-04-01.png,heart
j04/j04-080/j04-080-01-03.png,other
n04/n04-060/n04-060-05-07.png,Jerry
a01/a01-043u/a01-043u-00-04.png,House
b01/b01-089/b01-089-02-03.png,naval
n03/n03-106/n03-106-01-06.png,piece
c03/c03-016d/c03-016d-09-08.png,sails
a06/a06-051/a06-051-00-06.png,shame
b01/b01-079/b01-079-04-04.png,Congo
f07/f07-081a/f07-081a-01-06.png,which
d03/d03-112/d03-112-03-03.png,which
r06/r06-121/r06-121-07-06.png,lunch
d06/d06-086/d06-086-10-01.png,would
c03/c03-016e/c03-016e-08-07.png,Fanny
b06/b06-064/b06-064-02-03.png,clear
g06/g06-047n/g06-047n-04-05.png,among
b06/b06-068/b06-068-06-06.png,Spain
h07/h07-017/h07-017-08-04.png,lower
l07/l07-085/l07-085-07-06.png,these
g06/g06-037p/g06-037p-07-02.png,since
n06/n06-148/n06-148-04-06.png,check
c06/c06-083/c06-083-02-05.png,wheel
f07/f07-069/f07-069-07-02.png,blood
a05/a05-053/a05-053-08-05.png,could
a05/a05-113/a05-113-00-06.png,House
g07/g07-003a/g07-003a-09-02.png,OTHER
f02/f02-044/f02-044-01-07.png,firms
g06/g06-018h/g06-018h-00-09.png,Pearl
d04/d04-037/d04-037-02-05.png,which
g07/g07-026a/g07-026a-01-06.png,twice
g06/g06-042l/g06-042l-02-01.png,early
g04/g04-104/g04-104-00-03.png,years
n04/n04-202/n04-202-03-02.png,shall
g04/g04-022/g04-022-04-07.png,start
g06/g06-045k/g06-045k-02-06.png,trial
f04/f04-068/f04-068-01-00.png,there
d06/d06-056/d06-056-06-08.png,minds
b06/b06-008/b06-008-01-04.png,talks
g01/g01-045/g01-045-08-06.png,which
c03/c03-000d/c03-000d-05-06.png,great
b05/b05-098/b05-098-01-00.png,Angel
g06/g06-047e/g06-047e-02-01.png,earth
a06/a06-020/a06-020-01-14.png,rules
g06/g06-011p/g06-011p-03-11.png,seems
j06/j06-014/j06-014-10-03.png,whole
a05/a05-004/a05-004-00-00.png,Short
g07/g07-022a/g07-022a-03-03.png,which
n04/n04-068/n04-068-03-00.png,would
r06/r06-027/r06-027-06-07.png,wrote
n06/n06-111/n06-111-04-01.png,horse
g07/g07-077a/g07-077a-09-03.png,newly
a01/a01-091u/a01-091u-05-01.png,those
l04/l04-000/l04-000-04-00.png,palms
e07/e07-101/e07-101-09-02.png,moved
j04/j04-070/j04-070-08-04.png,under
e07/e07-061/e07-061-10-01.png,vines
r02/r02-006/r02-006-02-05.png,which
d06/d06-027/d06-027-01-05.png,whose
e01/e01-032/e01-032-01-05.png,bring
f01/f01-081/f01-081-03-02.png,might
d06/d06-046/d06-046-05-05.png,doing
n06/n06-133/n06-133-01-03.png,there
g04/g04-088/g04-088-08-00.png,stamp
g06/g06-050j/g06-050j-02-03.png,doing
a01/a01-122/a01-122-03-06.png,drugs
g06/g06-011p/g06-011p-03-07.png,great
p03/p03-069/p03-069-02-09.png,clear
g01/g01-008/g01-008-07-00.png,which
r02/r02-038/r02-038-03-02.png,clasp
d06/d06-076/d06-076-00-03.png,frame
c03/c03-021d/c03-021d-03-06.png,child
c03/c03-084b/c03-084b-00-01.png,Bryan
g06/g06-031g/g06-031g-03-11.png,great
g03/g03-049/g03-049-02-04.png,those
a06/a06-147/a06-147-05-01.png,would
g07/g07-077a/g07-077a-00-02.png,Byron
e06/e06-015/e06-015-03-04.png,still
h07/h07-075/h07-075-03-05.png,years
m01/m01-110/m01-110-03-06.png,undue
r03/r03-030/r03-030-02-03.png,spite
c03/c03-094c/c03-094c-06-00.png,their
l07/l07-131/l07-131-05-01.png,whose
a01/a01-043/a01-043-01-05.png,today
a01/a01-082u/a01-082u-06-04.png,avoid
r06/r06-097/r06-097-04-00.png,beach
a05/a05-094/a05-094-04-05.png,those
g06/g06-037h/g06-037h-04-00.png,While
l07/l07-118/l07-118-03-01.png,asked
g01/g01-019/g01-019-07-04.png,Brest
b03/b03-087/b03-087-04-03.png,extra
c04/c04-075/c04-075-05-10.png,piano
j07/j07-009/j07-009-05-03.png,still
c06/c06-106/c06-106-06-01.png,tells
b01/b01-127/b01-127-02-02.png,means
g06/g06-037p/g06-037p-08-02.png,years
f04/f04-024/f04-024-03-04.png,found
h07/h07-063b/h07-063b-00-07.png,upper
a01/a01-091/a01-091-05-05.png,least
l04/l04-005/l04-005-03-12.png,asked
g06/g06-037c/g06-037c-09-04.png,years
m02/m02-090/m02-090-01-09.png,heart
a01/a01-091u/a01-091u-05-02.png,least
c02/c02-026/c02-026-02-00.png,tells
d06/d06-015/d06-015-03-01.png,Jesus
r02/r02-109/r02-109-00-00.png,Cecil
n01/n01-009/n01-009-02-04.png,shall
c03/c03-081a/c03-081a-05-07.png,makes
c03/c03-096e/c03-096e-03-03.png,spite
d07/d07-093/d07-093-06-04.png,sugya
l07/l07-080/l07-080-06-06.png,could
j06/j06-005/j06-005-08-03.png,while
m02/m02-083/m02-083-07-04.png,loose
a01/a01-014x/a01-014x-04-02.png,gives
p02/p02-101/p02-101-02-04.png,which
f04/f04-100/f04-100-01-05.png,about
m02/m02-095/m02-095-09-00.png,first
a05/a05-029/a05-029-09-01.png,leave
g06/g06-047b/g06-047b-03-01.png,human
c04/c04-156/c04-156-05-01.png,naval
k07/k07-067a/k07-067a-01-01.png,hands
c06/c06-027/c06-027-00-11.png,there
c06/c06-014/c06-014-01-02.png,turns
a01/a01-063x/a01-063x-01-06.png,might
l04/l04-034/l04-034-05-01.png,could
n01/n01-020/n01-020-08-06.png,there
g01/g01-000/g01-000-06-04.png,fleet
a01/a01-058/a01-058-04-03.png,offer
g06/g06-037o/g06-037o-04-05.png,there
n06/n06-156/n06-156-02-07.png,water
